x0,x1,x2,x3,y,x4,x5
A17,35.0,A0,A14,0.05,0.06,0.0
A12,20.0,A7,A6,0.16,0.04,0.0
A10,,A1,A14,0.48,0.03,0.0
A16,30.0,A5,A10,0.29,0.22,0.0
A12,18.0,A5,A3,1.94,0.39,0.03
A18,23.0,A7,A11,0.36,0.07,0.0
A4,27.0,A0,A68,0.0,0.03,0.0
A17,36.0,A0,A135,0.0,0.0,0.55
A3,28.0,A3,A301,0.07,0.0,0.0
A0,31.0,A4,A8,0.0,0.0,0.28
A0,25.0,A9,A1,0.1,0.0,0.0
A20,16.0,A9,A15,1.39,0.48,0.4
A8,17.0,A3,A233,0.06,0.04,0.15
A8,19.0,A2,A68,0.03,0.02,0.0
A3,25.0,A2,A1,0.07,0.02,0.02
A3,28.0,A10,A7,0.11,0.0,0.0
A0,31.0,A4,A17,0.13,0.09,0.27
A2,32.0,A6,A21,0.1,0.06,0.0
A21,33.0,A0,A70,0.02,0.0,0.0
A2,26.0,A6,A68,0.05,0.01,0.0
A15,26.0,A9,A1,0.07,0.03,0.0
A15,24.0,A9,A51,0.47,0.17,0.0
A16,27.0,A1,A14,0.36,0.05,0.0
A15,23.0,A9,A3,0.04,0.01,0.0
A0,,A5,A46,0.08,0.0,0.0
A7,25.0,A7,A3,0.26,0.2,0.0
A17,35.0,A8,A15,0.0,0.0,0.71
A3,28.0,A3,A12,0.2,0.0,0.0
A18,23.0,A7,A134,0.17,0.05,0.0
A18,23.0,A7,A134,0.11,0.03,0.0
A22,18.0,A1,A39,0.0,0.0,0.09
A3,26.0,A4,A15,6.42,4.52,6.04
A3,31.0,A0,A41,0.66,0.39,0.0
A0,26.0,A8,A14,0.1,0.0,0.0
A7,21.0,A8,A10,0.36,0.28,0.0
,22.0,A5,A214,0.09,0.07,0.16
A3,27.0,A0,A3,0.71,0.02,0.0
A17,31.0,A0,A15,2.03,1.27,0.62
A15,24.0,A9,A4,0.0,0.0,0.08
A18,25.0,A9,A3,0.06,0.02,0.0
A4,31.0,A7,A302,0.0,0.03,0.0
A15,24.0,A0,A15,0.1,0.04,0.11
A17,36.0,A9,A39,0.03,0.0,0.0
,30.0,A0,A51,0.06,0.0,0.0
A1,29.0,A7,A12,0.18,0.0,0.0
A16,28.0,A7,A54,0.31,0.57,0.03
A18,23.0,A11,A14,0.1,0.03,0.0
A3,29.0,A8,A231,0.0,0.01,0.0
A2,28.0,A1,A14,0.12,0.0,0.0
A2,32.0,A4,A21,0.55,0.25,0.01
A12,20.0,A6,A15,0.0,0.0,0.13
A3,27.0,A0,A15,0.09,0.0,0.13
A0,30.0,A4,A40,0.0,0.0,0.08
A2,31.0,A0,A51,0.54,0.42,0.0
A1,28.0,A7,A12,0.15,0.27,0.0
A16,34.0,A4,A194,0.03,0.0,0.02
A2,29.0,A8,A18,0.97,0.23,0.0
A1,30.0,A9,A15,3.66,2.42,0.98
A0,32.0,A2,A73,0.0,0.0,0.03
A15,23.0,A7,A14,0.03,0.01,0.0
A18,25.0,A7,A26,0.07,0.02,0.0
A4,33.0,A3,A303,0.0,0.02,0.0
A3,29.0,A3,A12,0.35,0.03,0.0
A2,30.0,A5,A39,0.0,0.0,0.03
A0,27.0,A0,A26,0.22,0.0,0.0
A5,26.0,A0,A3,0.25,0.07,0.0
A1,27.0,A8,A66,0.05,0.0,0.0
A1,30.0,A9,A304,0.04,0.0,0.0
A3,30.0,A8,A3,0.18,0.0,0.0
,30.0,A11,A305,0.0,0.02,0.0
A3,28.0,A2,A25,0.0,0.0,0.07
A16,27.0,A6,A21,0.25,0.7,0.03
A7,28.0,A0,A124,0.0,0.0,0.02
A0,31.0,A4,A67,0.0,0.0,0.06
,31.0,A9,A3,0.1,0.04,0.0
A7,20.0,A8,A25,0.02,0.02,0.0
A0,26.0,A0,A36,0.08,0.0,0.0
A22,16.0,A11,A39,0.0,0.0,0.3
A16,26.0,A3,A306,0.0,0.0,0.01
A4,33.0,A0,A35,0.04,0.12,0.0
A4,28.0,A7,A21,0.0,0.07,0.0
A17,31.0,A1,A1,0.11,0.13,0.11
A15,22.0,A9,A3,0.14,0.05,0.0
A1,29.0,A1,A75,0.41,0.0,0.0
A3,28.0,A2,A17,0.0,0.0,0.08
A15,25.0,A4,A9,0.05,0.02,0.0
A13,33.0,A6,A109,0.25,0.49,0.04
A0,31.0,A4,A125,0.07,0.0,0.04
A0,31.0,A2,A155,0.0,0.0,0.03
A1,29.0,A8,A280,0.19,0.01,0.0
A3,26.0,A11,A3,0.19,0.02,0.0
A7,28.0,A5,A3,0.69,0.0,0.0
A8,16.0,A7,A21,1.43,0.05,0.0
A7,28.0,A9,A36,0.25,0.19,0.0
A3,26.0,A0,A51,0.15,0.0,0.0
A1,30.0,A0,A39,0.15,0.15,0.0
A0,30.0,A2,A157,0.0,0.0,0.02
A16,35.0,A0,A1,0.21,0.18,0.22
A0,27.0,A0,A14,0.08,0.15,0.0
A1,27.0,A8,A15,1.06,1.93,0.41
A10,1.0,A0,A224,0.33,0.02,0.0
A1,28.0,A3,A21,0.71,0.65,0.01
A15,26.0,A4,A15,0.0,0.0,0.39
A16,30.0,A9,A14,0.16,0.02,0.0
A17,34.0,A9,A15,0.61,0.34,0.79
A0,25.0,A5,A3,0.36,0.01,0.0
A24,21.0,A11,A8,0.0,0.0,0.03
A5,24.0,A9,A14,0.06,0.02,0.0
A7,21.0,A0,A10,0.21,0.16,0.12
A2,28.0,A0,A39,0.27,0.24,0.0
A7,22.0,A2,A36,0.22,0.17,0.0
A1,30.0,A8,A117,0.0,0.19,0.0
A4,32.0,A2,A225,0.0,0.03,0.0
A13,32.0,A2,A111,0.0,0.0,0.06
A1,30.0,A0,A14,0.15,0.01,0.0
A8,19.0,A1,A8,0.03,0.02,0.0
A16,30.0,A0,A14,0.14,0.01,0.0
A1,32.0,A0,A14,0.0,0.01,0.0
A7,25.0,A0,A25,0.11,0.08,0.35
A1,31.0,A8,A1,0.0,0.03,0.0
A0,30.0,A4,A40,0.07,0.0,0.06
A3,31.0,A8,A20,0.14,0.0,0.0
A0,31.0,A2,A307,0.0,0.0,0.03
A7,24.0,A1,A21,1.32,0.09,0.0
A3,29.0,A10,A35,0.0,0.24,0.0
A13,34.0,A8,A39,0.0,0.0,0.02
A2,34.0,A6,A14,2.75,1.18,0.0
A7,26.0,A0,A3,0.4,0.02,0.0
A4,28.0,A6,A14,0.02,0.13,0.0
A20,19.0,A0,A15,0.0,0.0,0.31
A0,27.0,A10,A39,0.0,0.0,0.02
A7,,A1,A20,0.01,0.01,0.0
A8,15.0,A3,A219,0.0,0.0,0.04
A2,28.0,A9,A159,0.1,0.0,0.0
A0,28.0,A8,A206,0.0,0.0,0.02
A1,31.0,A0,A51,0.67,0.3,0.0
A8,15.0,A6,A10,0.0,0.0,0.15
A16,33.0,A0,A4,0.14,0.32,0.22
A0,31.0,A2,A157,0.0,0.0,0.01
A21,34.0,A10,A39,0.0,0.0,0.02
A2,32.0,A1,A85,0.0,0.16,0.0
A2,29.0,A0,A21,0.26,0.21,0.0
,30.0,A0,A3,0.07,0.0,0.0
,29.0,A1,A261,0.67,0.04,0.0
A4,28.0,A11,A3,0.0,0.02,0.0
A11,35.0,A1,A10,0.67,0.08,0.0
A19,20.0,A1,A1,0.0,0.0,0.06
A3,28.0,A3,A292,0.61,0.1,0.0
A15,25.0,A8,A112,0.02,0.01,0.0
A8,21.0,A0,A182,0.24,0.17,0.0
A16,29.0,A8,A10,0.0,0.19,0.0
A3,28.0,A9,A26,0.27,0.16,0.0
A14,11.0,A3,A165,0.0,0.0,0.16
A0,33.0,A1,A1,0.0,0.0,0.17
A5,22.0,A6,A14,0.31,0.08,0.0
A3,29.0,A3,A14,0.08,0.0,0.0
A4,14.0,A5,A11,0.01,0.0,0.0
A1,29.0,A3,A1,0.17,0.0,0.0
A7,26.0,A3,A308,0.0,0.0,0.02
A0,29.0,A0,A14,0.13,0.03,0.0
A12,18.0,A1,A15,1.02,0.13,0.04
A3,27.0,A8,A9,0.09,0.0,0.0
A11,35.0,A4,A87,0.09,0.12,0.02
A15,22.0,A6,A1,0.02,0.01,0.0
A1,,A2,A20,0.09,0.0,0.0
A2,28.0,A6,A21,0.65,0.3,0.01
A2,34.0,A7,A117,0.03,0.05,0.0
A4,16.0,A4,A14,0.01,1.58,0.0
A3,27.0,A10,A12,0.0,0.48,0.0
A9,35.0,A2,A17,0.53,0.64,0.02
A2,31.0,A8,A69,1.73,0.46,0.02
A16,33.0,A5,A8,0.32,0.33,0.15
A7,22.0,A8,A10,0.25,0.2,0.0
A15,22.0,A1,A216,0.0,0.0,0.12
A3,27.0,A6,A1,0.28,0.0,0.01
A7,29.0,A6,A14,0.25,0.01,0.0
A3,28.0,A3,A12,0.7,0.83,0.0
A3,28.0,A2,A63,0.0,0.01,0.0
A16,26.0,A3,A8,0.06,0.0,0.14
A15,21.0,A10,A218,0.01,0.0,0.0
A7,28.0,A1,A26,0.34,0.01,0.0
A16,29.0,A8,A21,0.12,0.12,0.0
A18,23.0,A6,A12,0.16,0.08,0.0
A0,27.0,A11,A3,0.11,0.14,0.0
A2,26.0,A1,A14,0.03,0.0,0.0
,31.0,A11,A305,0.0,0.01,0.0
A0,32.0,A0,A8,0.0,0.0,0.22
A8,15.0,A0,A86,0.26,0.18,0.0
A2,31.0,A5,A12,0.18,0.1,0.0
A3,27.0,A8,A296,0.06,0.0,0.0
A3,28.0,A8,A231,0.0,0.2,0.0
A11,36.0,A1,A204,0.0,0.03,0.0
A15,25.0,A1,A21,0.17,0.06,0.0
A7,23.0,A7,A12,0.14,0.11,0.0
A9,35.0,A1,A21,0.37,0.05,0.0
A3,28.0,A10,A106,0.51,0.0,0.0
A8,16.0,A1,A199,0.09,0.06,0.0
A20,16.0,A4,A15,11.27,8.89,10.22
A3,31.0,A10,A42,0.05,0.04,0.0
A3,29.0,A8,A12,0.05,0.0,0.0
A1,29.0,A10,A309,0.02,0.0,0.0
A2,33.0,A0,A8,0.0,0.01,0.0
A16,28.0,A1,A21,0.1,0.01,0.0
A7,24.0,A9,A14,1.12,0.69,0.03
A4,31.0,A4,A17,0.08,0.08,0.0
A18,24.0,,A125,0.02,0.0,0.0
A2,30.0,A0,A26,3.7,1.97,0.09
A2,29.0,A1,A190,0.18,0.01,0.0
A13,35.0,A0,A73,0.0,0.0,0.03
A11,35.0,A3,A161,0.05,0.16,0.05
A10,2.0,A0,A14,0.62,0.04,0.0
A1,,A6,A15,0.0,0.0,0.02
A1,28.0,A9,A26,0.5,0.03,0.0
A3,25.0,A0,A39,0.0,0.0,0.19
A11,34.0,A9,A12,0.21,0.61,0.0
A1,31.0,A8,A3,0.26,0.11,0.0
A7,24.0,A1,A10,0.44,0.35,0.0
A7,20.0,A1,A10,0.09,0.07,0.0
A1,28.0,A3,A112,0.11,0.02,0.0
A18,23.0,A0,A11,0.04,0.01,0.0
A5,,A1,A21,0.41,0.11,0.0
A7,25.0,A4,A17,2.2,0.58,1.38
,19.0,A11,A107,0.0,0.0,0.21
A18,22.0,A9,A197,0.59,0.57,0.0
A1,30.0,A0,A15,0.0,0.0,0.11
A5,25.0,A0,A14,0.29,0.07,0.0
A15,24.0,A3,A12,0.45,0.17,0.0
A7,28.0,A8,A30,0.0,0.0,0.03
A1,28.0,A10,A21,0.72,-8.018819837863413,0.0
A0,29.0,A9,A130,0.02,0.0,0.0
A16,30.0,A1,A21,0.6,3.29,0.06
A3,30.0,A2,A310,0.0,0.0,0.02
A4,31.0,A0,A51,0.02,0.0,0.0
A1,29.0,A8,A22,0.0,0.0,0.41
A11,35.0,A4,A8,0.96,2.0,0.21
A0,32.0,A4,A125,0.0,0.0,0.05
A7,28.0,A1,A14,0.21,0.16,0.0
A16,33.0,A4,A40,0.07,0.02,0.06
A4,24.0,A4,A9,0.0,0.02,0.0
A3,30.0,A1,A14,0.09,0.0,0.0
A13,35.0,A0,A295,0.0,0.0,0.02
A16,,A6,A20,0.17,0.04,0.01
A8,15.0,A6,A1,0.0,0.0,0.08
A4,26.0,A1,A39,0.0,0.02,0.0
A18,23.0,A1,A69,0.36,0.08,0.0
A12,19.0,A1,A1,0.01,0.26,0.22
A16,28.0,A0,A39,0.17,0.16,0.0
A3,29.0,A4,A124,0.0,0.0,0.04
A13,34.0,A4,A8,0.0,0.0,0.04
A12,17.0,A6,A11,0.0,0.0,0.05
A8,21.0,A3,A1,0.0,0.0,0.02
A7,28.0,A7,A21,0.38,0.08,0.03
A13,34.0,A8,A181,0.0,0.0,0.12
A1,28.0,A0,A7,0.14,0.0,0.0
A1,29.0,A1,A8,0.15,0.27,0.0
A16,29.0,A8,A10,0.0,0.04,0.0
A17,31.0,A2,A12,0.07,0.07,0.0
A1,30.0,A1,A311,0.02,0.02,0.0
A3,29.0,A10,A143,0.13,0.0,0.0
A8,18.0,A7,A54,0.09,2.43,0.12
A16,31.0,A0,A8,0.0,0.0,0.22
,23.0,A6,A69,0.01,0.02,0.0
A4,26.0,A10,A72,0.01,0.0,0.0
,26.0,A6,A14,0.89,0.03,0.0
A2,27.0,A0,A51,0.07,0.0,0.0
A16,34.0,A2,A295,0.0,0.0,0.02
A0,29.0,A3,A12,0.06,0.0,0.0
A0,33.0,A2,A155,0.0,0.0,0.03
A15,23.0,A0,A3,0.28,0.1,0.0
A5,25.0,A1,A21,0.11,0.03,0.0
A18,25.0,A9,A1,0.02,0.01,0.0
A8,17.0,A0,A8,0.0,0.0,0.34
A17,33.0,A9,A39,0.24,0.15,0.07
A6,7.0,A5,A15,0.77,0.18,1.42
A18,24.0,A5,A21,0.51,0.15,0.0
A12,20.0,A9,A15,0.63,0.06,1.03
A1,,A8,A20,0.07,0.0,0.0
A18,22.0,A1,A6,0.07,0.02,0.0
A18,23.0,A1,A69,0.36,0.08,0.14
A1,30.0,A1,A29,0.21,0.0,0.0
A9,35.0,A1,A21,2.07,0.08,0.0
A15,23.0,A7,A64,0.01,0.0,0.0
A3,29.0,A7,A54,0.06,0.04,0.0
A3,26.0,A2,A3,0.3,0.01,0.0
A8,18.0,A1,A10,0.17,0.12,0.0
A0,28.0,A4,A244,0.0,0.0,0.07
A16,33.0,A1,A29,0.0,0.02,0.0
A15,23.0,A0,A3,0.25,0.09,0.0
A5,22.0,A8,A22,0.0,0.0,0.07
A15,22.0,A1,A12,0.01,0.0,0.0
A7,23.0,A0,A68,0.26,0.2,0.0
A15,23.0,A10,A15,0.4,0.11,0.7
A2,,A7,A88,0.0,0.1,0.0
A0,30.0,A1,A1,0.0,0.0,0.2
A7,22.0,A1,A6,0.21,0.17,0.0
A5,24.0,A6,A48,0.03,0.01,0.0
A3,,A2,A87,0.0,0.02,0.0
A0,26.0,A9,A1,0.05,0.0,0.0
A15,23.0,A0,A3,0.31,0.12,0.0
A5,24.0,A0,A12,0.15,0.04,0.0
A7,21.0,A5,A214,0.06,0.05,0.0
A0,26.0,A7,A10,0.03,0.0,0.0
A16,29.0,A8,A10,0.0,0.0,0.01
A16,31.0,A0,A21,0.45,0.57,0.06
A2,30.0,A7,A4,0.07,0.09,0.0
A5,24.0,A0,A1,0.03,0.01,0.0
A3,28.0,A4,A8,0.0,0.0,0.24
A7,23.0,A3,A164,0.07,0.06,0.16
A18,23.0,A1,A69,0.2,0.04,0.0
A9,34.0,A0,A51,0.24,0.15,0.0
,17.0,A0,A26,0.79,1.35,0.04
A2,25.0,A5,A25,0.3,0.03,0.1
A2,26.0,A1,A26,0.53,0.0,0.0
A11,35.0,A1,A26,0.41,0.6,0.0
A1,27.0,A1,A15,0.02,0.22,0.05
A21,36.0,A8,A69,0.18,0.09,0.14
A3,30.0,A4,A17,0.56,0.1,0.27
A15,26.0,A8,A1,0.14,0.05,0.07
A15,21.0,A1,A21,0.23,0.08,0.0
A8,19.0,A7,A86,0.19,0.13,0.0
A7,24.0,A0,A4,0.14,0.11,0.0
A5,23.0,A1,A15,1.09,0.15,0.25
,29.0,A0,A68,0.12,0.14,0.0
A7,23.0,A3,A1,1.05,0.59,0.0
A3,28.0,A2,A3,0.11,0.01,0.0
A2,31.0,A2,A21,0.27,0.15,0.04
A11,34.0,A11,A25,0.03,0.0,0.0
A0,33.0,A1,A21,0.0,0.16,0.0
A20,20.0,A4,A1,0.0,0.0,0.14
A7,27.0,A2,A111,0.0,0.0,0.02
A0,29.0,A0,A192,0.0,0.0,0.01
A5,22.0,A1,A21,0.06,0.02,0.0
A16,27.0,A4,A12,0.0,0.0,0.04
A8,14.0,A7,A10,0.0,0.0,0.74
A8,14.0,A7,A10,0.0,0.0,0.06
A0,34.0,A0,A25,0.0,0.0,0.05
A4,36.0,A3,A9,0.0,0.02,0.0
A7,,A1,A20,0.41,0.32,0.0
A7,26.0,A0,A9,0.03,0.02,0.0
A0,31.0,A1,A21,0.21,0.0,0.0
A0,27.0,A9,A10,0.0,0.0,0.03
A15,24.0,A7,A64,0.02,0.01,0.0
A18,24.0,A1,A21,0.64,0.18,0.0
A17,31.0,A7,A14,0.18,0.0,0.0
A8,19.0,A4,A8,0.56,0.38,0.28
A16,31.0,A8,A12,0.52,0.38,0.09
A8,17.0,A10,A11,0.18,0.12,0.0
A7,22.0,A8,A312,0.11,0.09,0.03
A21,33.0,A0,A35,0.2,0.09,0.0
A3,27.0,A4,A15,0.0,0.0,0.09
A1,,A8,A18,1.35,0.56,0.0
A8,17.0,A1,A199,0.08,0.05,0.0
A5,22.0,A9,A197,0.46,0.12,0.0
A2,32.0,A5,A8,0.01,0.0,0.0
A1,27.0,A8,A12,0.0,0.03,0.0
A15,23.0,A1,A21,0.28,0.1,0.0
A2,35.0,A0,A51,0.19,0.21,0.0
A5,22.0,A10,A12,0.05,0.01,0.0
,28.0,A5,A15,6.75,2.61,2.66
A3,27.0,A1,A99,0.07,0.0,0.0
A18,22.0,A2,A36,0.15,0.04,0.0
A7,25.0,A6,A313,0.22,0.17,0.0
A18,25.0,A0,A12,0.05,0.01,0.0
A11,34.0,A1,A21,0.3,0.18,0.0
A3,27.0,A7,A115,0.33,0.0,0.0
A3,31.0,A2,A20,0.0,0.02,0.0
A15,24.0,A8,A1,0.32,0.12,0.0
A3,29.0,A10,A99,0.04,0.0,0.0
,30.0,A6,A3,0.0,0.19,0.0
A7,25.0,A0,A4,0.99,0.63,0.29
A1,27.0,A11,A44,0.11,0.01,0.0
A8,16.0,A7,A12,0.09,0.06,0.0
A16,33.0,A4,A40,0.02,0.01,0.04
A3,28.0,A2,A8,0.0,0.0,0.02
,26.0,A5,A112,0.06,0.01,0.0
A16,34.0,A6,A196,0.01,0.05,0.0
A12,17.0,A7,A12,0.11,0.13,0.0
A8,15.0,A5,A11,0.03,0.02,0.0
A16,31.0,A0,A14,0.13,0.07,0.0
A2,28.0,A6,A84,0.1,0.01,0.0
A18,25.0,A6,A26,0.05,0.01,0.0
A7,25.0,A3,A1,0.95,0.04,0.0
A17,35.0,A4,A39,0.03,0.0,0.12
A4,,A0,A106,0.0,0.07,0.0
A12,19.0,A0,A89,0.01,0.0,0.0
A11,34.0,A7,A12,0.34,1.08,0.03
A0,30.0,A8,A147,0.07,0.02,0.07
A5,23.0,A1,A14,0.54,0.14,0.0
,36.0,A9,A21,0.01,0.03,0.0
A7,25.0,A6,A8,0.01,0.01,0.0
A7,26.0,A5,A3,1.4,0.88,0.03
A1,31.0,A0,A39,0.11,0.04,0.0
A4,27.0,A11,A3,0.0,0.04,0.0
A17,32.0,A0,A17,0.88,0.26,0.34
A3,28.0,A1,A9,0.12,0.0,0.0
A3,27.0,A0,A3,0.5,0.62,0.0
A2,31.0,A1,A21,0.94,0.0,0.0
A5,23.0,A0,A3,0.11,0.03,0.0
A8,17.0,A5,A68,0.73,0.5,0.0
A0,35.0,A0,A25,0.0,0.0,0.02
A3,26.0,A10,A15,0.13,0.03,0.0
A2,25.0,A1,A14,0.28,0.02,0.0
A0,32.0,A4,A17,0.0,0.0,0.11
A1,29.0,A7,A54,0.15,0.63,0.0
A18,22.0,A5,A197,0.23,0.07,0.0
A14,13.0,A7,A285,0.0,0.0,0.01
A16,32.0,A1,A21,0.33,0.22,0.0
A16,33.0,A4,A40,0.25,0.07,0.17
A2,27.0,A1,A84,0.04,0.0,0.0
A10,1.0,A0,A142,0.87,0.05,0.0
A18,22.0,A6,A21,0.53,0.17,0.0
A3,27.0,A2,A51,1.15,0.2,0.0
A3,27.0,A1,A9,0.02,0.0,0.0
,26.0,A3,A1,0.0,0.0,0.1
A2,29.0,A1,A21,0.59,1.79,0.01
A3,29.0,A2,A8,0.0,0.0,0.04
A7,28.0,A0,A26,0.02,0.02,0.0
A8,17.0,A0,A59,0.13,0.09,0.0
A16,30.0,A6,A8,0.18,0.21,0.07
A2,31.0,A0,A21,0.19,0.12,0.0
A3,30.0,A2,A67,0.0,0.0,0.01
A2,29.0,A11,A161,0.15,0.02,0.03
A17,33.0,A1,A135,0.0,0.0,0.26
A3,27.0,A1,A9,0.07,0.0,0.0
A1,31.0,A5,A3,0.11,0.07,0.0
A7,23.0,A11,A107,0.0,0.0,0.19
A0,31.0,A8,A10,0.0,0.02,0.0
A16,31.0,A4,A17,0.17,0.14,0.03
A4,22.0,A0,A26,0.0,0.04,0.0
A16,32.0,A0,A14,0.31,0.37,0.0
A18,22.0,A7,A105,0.09,0.03,0.0
A4,33.0,A0,A4,0.0,0.05,0.0
A5,23.0,A7,A15,0.41,0.11,0.12
A7,22.0,A6,A148,0.3,0.23,0.0
A8,18.0,A11,A89,0.03,0.02,0.22
A13,34.0,A8,A92,0.0,0.0,0.03
A0,25.0,A1,A21,0.18,0.0,0.0
A21,34.0,A0,A14,0.08,0.0,0.0
A16,29.0,A0,A25,0.0,0.0,0.23
A17,35.0,A2,A314,0.05,0.0,0.0
A11,34.0,A1,A1,0.09,0.43,0.11
A12,19.0,A3,A3,0.09,0.02,0.0
A16,29.0,A1,A26,0.07,0.0,0.0
A3,27.0,A3,A74,0.0,0.0,0.04
A4,17.0,A6,A36,4.03,0.0,0.09
,14.0,A8,A127,1.49,0.81,0.0
A16,31.0,A2,A26,1.27,1.33,0.12
A7,21.0,A1,A11,0.11,0.08,0.0
A20,8.0,A9,A4,0.82,0.23,0.35
A16,36.0,A4,A20,0.0,0.0,0.1
A7,20.0,A5,A25,0.3,0.24,0.38
A22,17.0,A6,A8,0.0,0.0,0.1
A3,27.0,A1,A14,0.21,0.01,0.0
A8,21.0,A0,A315,0.02,0.01,0.0
A17,33.0,A8,A8,0.0,0.0,0.29
A17,31.0,A7,A12,0.05,0.04,0.0
A15,24.0,A4,A3,0.06,0.02,0.0
A7,27.0,A4,A316,0.0,0.0,0.08
A3,26.0,A1,A14,0.2,0.0,0.0
A2,28.0,A1,A39,0.15,0.38,0.0
A7,23.0,A6,A10,0.34,0.27,0.0
A0,30.0,A5,A124,0.0,0.0,0.03
A15,25.0,A7,A51,0.24,0.09,0.0
A7,30.0,A0,A26,0.34,0.01,0.0
A2,27.0,A0,A3,0.11,0.01,0.0
A8,18.0,A5,A59,0.81,0.55,0.0
A5,25.0,A4,A15,0.71,0.19,0.31
A5,26.0,A9,A6,0.09,0.02,0.0
,28.0,A7,A35,0.1,0.08,0.0
A7,22.0,A9,A10,0.12,0.09,0.38
A13,35.0,A0,A181,0.0,0.0,0.03
A6,7.0,A9,A1,0.45,0.06,0.42
A15,24.0,A9,A4,0.16,0.06,0.0
A13,33.0,A4,A238,0.0,0.0,0.03
A12,19.0,A0,A89,0.39,0.09,0.07
A4,27.0,A7,A3,0.0,0.01,0.0
A1,29.0,A7,A54,0.11,0.23,0.0
A3,27.0,A1,A64,0.02,0.0,0.0
A19,20.0,A2,A240,0.0,0.0,0.08
A8,17.0,A3,A86,0.24,0.16,0.0
A11,34.0,A6,A21,0.21,0.29,0.01
A0,32.0,A1,A26,0.08,0.0,0.0
A3,25.0,A9,A15,0.37,0.0,0.32
A20,21.0,A4,A15,0.0,0.0,0.56
A3,26.0,A1,A21,0.04,0.0,0.0
A2,26.0,A0,A68,0.29,0.06,0.01
A3,26.0,A4,A15,0.16,0.03,0.0
A3,30.0,A2,A14,0.26,0.01,0.0
A3,27.0,A3,A134,0.09,0.14,0.0
A8,20.0,A0,A182,0.17,0.11,0.0
A18,22.0,A0,A39,0.09,0.02,0.0
A0,25.0,A0,A26,2.9,2.83,0.24
A7,20.0,A6,A122,0.28,0.22,0.0
,34.0,A0,A17,0.09,0.16,0.02
,28.0,A0,A41,1.74,0.8,0.0
A7,26.0,A5,A46,0.07,0.06,0.04
A15,24.0,A4,A15,0.64,0.24,0.29
A7,26.0,A9,A39,0.01,0.01,0.0
A7,21.0,A1,A21,0.52,0.4,0.04
A16,31.0,A0,A41,0.52,0.49,0.0
A17,32.0,A3,A15,2.01,2.32,4.36
A2,28.0,A0,A39,0.19,0.11,0.0
A1,28.0,A2,A131,0.13,0.01,0.0
A18,25.0,A7,A3,0.13,0.04,0.0
A16,30.0,A5,A3,0.44,0.46,0.01
A18,25.0,A0,A1,0.09,0.03,0.0
A0,30.0,A2,A111,0.0,0.0,0.01
A8,18.0,A0,A21,0.04,0.03,0.0
A4,24.0,A6,A41,0.06,0.12,0.0
A8,18.0,A8,A20,0.46,0.31,0.0
A8,17.0,A11,A21,0.02,0.01,0.0
A4,28.0,A11,A69,0.04,0.18,0.0
A11,34.0,A1,A87,0.0,0.03,0.0
A16,28.0,A7,A21,0.63,1.02,0.05
A10,0.0,A6,A9,2.56,0.17,0.0
A8,18.0,A7,A89,0.01,0.01,0.0
A4,35.0,A3,A305,0.0,0.13,0.0
A7,22.0,A7,A14,0.06,0.05,0.0
A16,33.0,A0,A35,0.77,0.85,0.01
A3,26.0,A4,A27,0.0,0.0,0.02
A0,30.0,A2,A3,0.08,0.03,0.0
A2,30.0,A4,A21,0.33,0.1,0.0
A7,26.0,A1,A1,0.0,0.0,0.16
A11,36.0,A6,A40,0.01,0.0,0.0
A2,25.0,A0,A25,0.0,0.0,0.01
A22,18.0,A4,A111,0.0,0.0,0.12
A7,26.0,A1,A21,0.62,0.02,0.0
A3,,A4,A20,0.0,0.0,0.1
A16,29.0,A1,A21,0.46,0.26,0.01
A3,25.0,A8,A39,0.08,0.0,0.0
A17,34.0,A10,A14,0.06,0.0,0.0
A1,27.0,A0,A4,0.0,0.0,0.01
A15,22.0,A7,A281,0.18,0.07,0.0
A7,22.0,A1,A6,0.03,0.03,0.0
A7,28.0,A4,A107,0.0,0.0,0.13
A8,19.0,A4,A34,0.12,0.08,0.0
,31.0,A1,A14,0.17,0.03,0.0
A7,24.0,A9,A10,1.31,0.74,0.31
A5,25.0,A0,A21,0.32,0.08,0.0
A13,35.0,A0,A58,0.0,0.0,0.01
A7,20.0,A0,A10,0.3,0.23,0.38
A0,30.0,A5,A10,0.0,0.0,0.08
A3,29.0,A3,A12,0.18,0.0,0.0
A0,30.0,A11,A1,0.13,0.05,0.14
A18,22.0,A2,A12,0.04,0.01,0.0
,22.0,A9,A14,0.33,0.12,0.0
A0,25.0,A4,A14,0.54,0.33,0.01
A16,30.0,A8,A10,0.0,0.0,0.08
A4,29.0,A11,A21,0.0,0.01,0.0
A0,29.0,A0,A8,0.0,0.0,0.06
A2,28.0,A0,A12,0.24,0.28,0.0
A7,22.0,A1,A10,0.11,0.09,0.0
A7,24.0,A8,A8,0.0,0.0,0.2
A7,27.0,A0,A35,0.19,0.15,0.0
A3,29.0,A7,A190,0.03,0.0,0.0
A4,21.0,A11,A317,0.0,0.02,0.0
A3,31.0,A8,A20,0.05,0.0,0.0
A5,24.0,A6,A57,0.12,0.03,0.0
A8,18.0,A9,A10,1.96,0.72,0.0
A3,25.0,A0,A3,0.32,0.0,0.0
A15,25.0,A9,A36,0.13,0.05,0.0
A4,31.0,A8,A161,0.0,0.01,0.0
